timestamp,open,high,low,close,volume
2021-12-31 16:00:00,3784.64,3788.45,3739.57,3745.49,11399.4038
2021-12-31 17:00:00,3745.49,3754.26,3705.0,3722.03,12687.8551
2021-12-31 18:00:00,3722.04,3725.01,3695.16,3704.43,10462.2432
2021-12-31 19:00:00,3704.43,3705.93,3623.0,3626.27,20055.4006
2021-12-31 20:00:00,3626.21,3663.87,3622.29,3645.04,12289.97
2021-12-31 21:00:00,3645.04,3701.85,3633.84,3688.41,13070.9293
2021-12-31 22:00:00,3688.12,3712.5,3673.55,3681.8,8131.409
2021-12-31 23:00:00,3681.8,3697.9,3672.22,3676.23,6004.291
2022-01-01 00:00:00,3676.22,3730.0,3676.22,3723.04,9023.374
2022-01-01 01:00:00,3723.04,3748.45,3714.1,3724.89,8997.7569
2022-01-01 02:00:00,3724.88,3738.47,3722.23,3728.32,5028.4531
2022-01-01 03:00:00,3728.41,3737.0,3721.84,3723.96,3543.1853
2022-01-01 04:00:00,3723.96,3728.07,3707.24,3708.21,6117.282
2022-01-01 05:00:00,3708.2,3765.27,3702.84,3735.61,9353.2056
2022-01-01 06:00:00,3735.6,3742.67,3708.33,3711.92,5239.0026
2022-01-01 07:00:00,3711.93,3724.93,3701.0,3715.31,6541.6499
2022-01-01 08:00:00,3715.32,3733.84,3708.6,3721.4,4013.6403
2022-01-01 09:00:00,3721.14,3730.0,3709.38,3718.67,4515.6636
2022-01-01 10:00:00,3718.67,3731.88,3673.46,3691.39,10412.4737
2022-01-01 11:00:00,3691.39,3712.19,3691.02,3693.37,4786.2173
2022-01-01 12:00:00,3693.38,3718.24,3693.37,3716.28,6595.553
2022-01-01 13:00:00,3716.28,3724.93,3706.32,3710.03,5715.5972
2022-01-01 14:00:00,3710.04,3713.68,3691.88,3697.61,5365.4474
2022-01-01 15:00:00,3697.04,3745.36,3693.22,3725.3,9380.2088
2022-01-01 16:00:00,3725.29,3749.98,3718.71,3727.62,6785.1471
2022-01-01 17:00:00,3727.61,3764.98,3727.24,3760.77,8926.8519
2022-01-01 18:00:00,3760.76,3766.0,3740.0,3752.58,6665.3581
2022-01-01 19:00:00,3752.58,3757.86,3736.0,3747.61,4873.0628
2022-01-01 20:00:00,3747.6,3776.45,3740.35,3761.02,6487.7575
2022-01-01 21:00:00,3761.02,3776.0,3745.91,3748.65,7198.952
2022-01-01 22:00:00,3748.66,3764.15,3740.0,3757.89,3630.0868
2022-01-01 23:00:00,3757.89,3774.9,3745.0,3765.54,4947.9699
2022-01-02 00:00:00,3765.54,3771.0,3750.2,3761.58,6290.6611
2022-01-02 01:00:00,3761.57,3763.66,3742.34,3747.0,4118.8931
2022-01-02 02:00:00,3747.0,3753.36,3741.8,3746.5,3989.1066
2022-01-02 03:00:00,3746.5,3760.87,3743.0,3758.55,3984.8703
2022-01-02 04:00:00,3758.13,3761.92,3717.3,3724.34,7402.0298
2022-01-02 05:00:00,3724.34,3745.74,3720.17,3744.69,4625.3465
2022-01-02 06:00:00,3744.69,3749.98,3737.55,3738.52,3775.6677
2022-01-02 07:00:00,3738.52,3751.93,3734.2,3747.22,3462.824
2022-01-02 08:00:00,3747.22,3748.64,3732.39,3744.0,4211.9792
2022-01-02 09:00:00,3744.0,3770.0,3738.17,3753.48,5684.8528
2022-01-02 10:00:00,3753.49,3758.8,3740.0,3743.16,3436.4218
2022-01-02 11:00:00,3743.17,3756.98,3741.02,3744.01,3543.5882
2022-01-02 12:00:00,3744.06,3759.83,3730.33,3753.95,5411.3372
2022-01-02 13:00:00,3753.95,3756.94,3739.86,3745.28,4588.9759
2022-01-02 14:00:00,3745.29,3757.43,3743.0,3752.59,4998.8423
2022-01-02 15:00:00,3752.6,3790.38,3751.79,3778.17,9828.9944
2022-01-02 16:00:00,3778.17,3849.92,3778.08,3838.62,19488.0477
2022-01-02 17:00:00,3838.63,3857.44,3811.1,3823.82,16148.5809
2022-01-02 18:00:00,3823.82,3825.0,3771.91,3795.06,12193.3706
2022-01-02 19:00:00,3795.06,3806.3,3784.2,3798.72,6647.9177
2022-01-02 20:00:00,3799.0,3814.42,3794.24,3810.26,6164.3283
2022-01-02 21:00:00,3810.27,3827.8,3802.01,3811.57,4056.87
2022-01-02 22:00:00,3811.57,3833.33,3810.21,3827.7,4711.8086
2022-01-02 23:00:00,3827.7,3840.02,3820.09,3828.27,6026.1116
2022-01-03 00:00:00,3828.11,3828.79,3805.82,3807.03,7307.3185
2022-01-03 01:00:00,3807.03,3810.7,3794.67,3805.78,6809.3533
2022-01-03 02:00:00,3805.78,3806.68,3784.77,3798.45,9233.5562
2022-01-03 03:00:00,3798.45,3806.36,3775.7,3785.0,7953.6351
2022-01-03 04:00:00,3785.24,3799.73,3780.3,3791.87,5823.7729
2022-01-03 05:00:00,3791.87,3822.99,3790.72,3812.13,8723.2902
2022-01-03 06:00:00,3812.14,3817.02,3799.6,3803.17,5360.1207
2022-01-03 07:00:00,3803.18,3811.0,3798.33,3808.88,5377.7832
2022-01-03 08:00:00,3808.88,3821.99,3804.72,3807.4,5950.8314
2022-01-03 09:00:00,3807.39,3818.3,3789.66,3808.86,9522.7019
