timestamp,open,high,low,close,volume
2021-12-31 16:00:00,48005.37,48027.31,47937.5,48004.75,50.29149
2021-12-31 16:01:00,48007.21,48011.78,47951.5,47951.5,14.75541
2021-12-31 16:02:00,47956.29,47992.36,47944.49,47965.46,15.33062
2021-12-31 16:03:00,47965.46,47970.25,47910.56,47954.34,13.35734
2021-12-31 16:04:00,47954.35,47971.49,47949.55,47955.58,8.3438
2021-12-31 16:05:00,47955.59,47967.65,47952.29,47967.65,8.99859
2021-12-31 16:06:00,47967.64,47980.64,47956.26,47980.03,11.43615
2021-12-31 16:07:00,47980.02,47997.09,47971.66,47979.62,7.64509
2021-12-31 16:08:00,47979.62,47990.0,47973.03,47990.0,11.34944
2021-12-31 16:09:00,47990.0,47999.98,47975.08,47977.84,19.1031
2021-12-31 16:10:00,47977.85,47987.96,47958.14,47984.94,8.65876
2021-12-31 16:11:00,47984.93,48040.15,47984.93,48022.04,44.71251
2021-12-31 16:12:00,48022.03,48023.35,47993.97,48011.74,7.97656
2021-12-31 16:13:00,48011.74,48015.61,48000.63,48010.33,8.59988
2021-12-31 16:14:00,48010.33,48031.77,48006.46,48013.16,6.11559
2021-12-31 16:15:00,48013.15,48034.52,48011.91,48034.47,6.59258
2021-12-31 16:16:00,48034.48,48067.0,48025.29,48025.3,11.99643
2021-12-31 16:17:00,48025.29,48048.39,48006.58,48044.17,14.56412
2021-12-31 16:18:00,48044.17,48048.98,48020.48,48043.36,10.66376
2021-12-31 16:19:00,48043.37,48045.54,48030.04,48039.51,5.69805
2021-12-31 16:20:00,48039.51,48045.42,48018.1,48018.94,18.84075
2021-12-31 16:21:00,48018.93,48025.02,48011.98,48011.98,9.4305
2021-12-31 16:22:00,48011.99,48044.15,48011.98,48041.53,4.19437
2021-12-31 16:23:00,48041.54,48071.22,48022.93,48067.61,10.56834
2021-12-31 16:24:00,48067.61,48087.29,48066.41,48066.41,7.52194
2021-12-31 16:25:00,48066.41,48087.08,48066.41,48082.53,5.50399
2021-12-31 16:26:00,48082.54,48082.54,48075.39,48075.39,3.84321
2021-12-31 16:27:00,48075.39,48086.91,48075.39,48086.91,5.90176
2021-12-31 16:28:00,48086.91,48118.45,48084.98,48084.99,20.4351
2021-12-31 16:29:00,48084.99,48109.34,48076.77,48103.99,8.11594
2021-12-31 16:30:00,48104.0,48105.4,48075.39,48075.4,8.74481
2021-12-31 16:31:00,48075.39,48079.82,48066.54,48070.56,7.98175
2021-12-31 16:32:00,48070.56,48107.22,48066.18,48104.49,8.85581
2021-12-31 16:33:00,48104.49,48104.5,48000.38,48024.4,18.88614
2021-12-31 16:34:00,48021.98,48024.4,47939.51,47963.5,61.6551
2021-12-31 16:35:00,47963.5,47963.5,47919.41,47919.42,12.33971
2021-12-31 16:36:00,47919.41,47919.42,47889.76,47911.13,33.53731
2021-12-31 16:37:00,47911.12,47917.94,47890.93,47890.93,9.73687
2021-12-31 16:38:00,47890.93,47901.25,47878.29,47900.22,28.85313
2021-12-31 16:39:00,47900.22,47900.68,47879.87,47898.57,11.58031
2021-12-31 16:40:00,47898.58,47919.41,47880.0,47919.22,32.83788
2021-12-31 16:41:00,47919.22,47920.72,47900.68,47900.72,9.06409
2021-12-31 16:42:00,47905.49,47912.58,47885.0,47885.78,40.41302
2021-12-31 16:43:00,47885.78,47896.19,47877.63,47890.85,33.23213
2021-12-31 16:44:00,47890.84,47890.85,47882.81,47890.84,4.73342
2021-12-31 16:45:00,47890.85,47911.99,47883.0,47905.12,9.21802
2021-12-31 16:46:00,47905.13,47905.13,47874.01,47874.54,4.90887
2021-12-31 16:47:00,47874.55,47911.99,47865.66,47911.98,11.94859
2021-12-31 16:48:00,47911.99,47918.07,47892.71,47897.89,9.22485
2021-12-31 16:49:00,47897.89,47897.9,47855.62,47869.75,8.60996
2021-12-31 16:50:00,47866.58,47869.75,47481.0,47570.66,388.36279
2021-12-31 16:51:00,47570.65,47672.38,47570.65,47603.16,60.07413
2021-12-31 16:52:00,47603.17,47680.21,47591.29,47643.04,39.34946
2021-12-31 16:53:00,47643.05,47646.52,47567.1,47620.75,45.4152
2021-12-31 16:54:00,47620.75,47638.97,47560.27,47598.33,69.64308
2021-12-31 16:55:00,47598.99,47608.62,47456.0,47499.62,80.72323
2021-12-31 16:56:00,47499.63,47576.65,47481.55,47568.0,81.17279
2021-12-31 16:57:00,47565.87,47569.64,47520.26,47537.07,15.1278
2021-12-31 16:58:00,47537.07,47537.07,47409.77,47488.8,41.50033
2021-12-31 16:59:00,47488.8,47526.43,47450.12,47471.66,21.24258
2021-12-31 17:00:00,47471.67,47536.78,47413.11,47529.62,48.38386
2021-12-31 17:01:00,47529.63,47550.0,47501.86,47527.0,21.71067
2021-12-31 17:02:00,47527.01,47527.01,47477.68,47493.06,18.17575
2021-12-31 17:03:00,47493.06,47497.52,47473.57,47475.93,7.88
2021-12-31 17:04:00,47475.93,47516.65,47466.61,47497.99,22.49442
2021-12-31 17:05:00,47497.99,47527.0,47476.19,47499.72,34.99464
2021-12-31 17:06:00,47499.72,47514.28,47422.29,47440.51,36.55677
2021-12-31 17:07:00,47438.34,47460.73,47419.51,47419.52,25.9493
2021-12-31 17:08:00,47419.51,47437.72,47368.84,47395.14,41.45639
2021-12-31 17:09:00,47397.96,47408.27,47263.24,47310.35,98.99759
2021-12-31 17:10:00,47310.35,47364.03,47260.0,47320.26,22.53038
2021-12-31 17:11:00,47320.26,47338.78,47312.0,47317.14,13.7027
2021-12-31 17:12:00,47317.13,47317.14,47257.01,47292.16,18.42075
2021-12-31 17:13:00,47292.16,47293.31,47236.81,47249.99,46.14955
2021-12-31 17:14:00,47250.0,47281.61,47210.0,47256.62,55.29687
2021-12-31 17:15:00,47256.63,47311.93,47256.62,47310.99,25.23902
