timestamp,open,high,low,close,volume
2022-01-01,1.308,1.38,1.306,1.38,69007607.5
2022-01-02,1.379,1.391,1.342,1.377,81011860.4
2022-01-03,1.378,1.378,1.31,1.319,87155825.9
2022-01-04,1.319,1.352,1.295,1.309,94479305.9
2022-01-05,1.31,1.353,1.193,1.23,158740088.2
2022-01-06,1.23,1.297,1.186,1.28,175754407.6
2022-01-07,1.279,1.285,1.189,1.21,209806013.2
2022-01-08,1.209,1.254,1.124,1.181,169730473.68
2022-01-09,1.182,1.206,1.147,1.17,114093699.4
2022-01-10,1.17,1.181,1.069,1.123,189250644.14
2022-01-11,1.123,1.196,1.122,1.187,115267098.7
2022-01-12,1.188,1.314,1.186,1.312,145608592.7
2022-01-13,1.312,1.354,1.227,1.233,179029543.6
2022-01-14,1.232,1.309,1.22,1.292,143281596.5
2022-01-15,1.293,1.319,1.251,1.291,80421836.4
2022-01-16,1.292,1.422,1.286,1.41,247977037.4
2022-01-17,1.411,1.607,1.386,1.603,545675409.1
2022-01-18,1.602,1.638,1.411,1.458,455949108.3
2022-01-19,1.458,1.534,1.326,1.337,329948716.4
2022-01-20,1.336,1.427,1.251,1.259,261063307.3
2022-01-21,1.259,1.282,1.101,1.12,408519522.4
2022-01-22,1.12,1.155,0.917,1.071,554287709.12
2022-01-23,1.071,1.17,1.051,1.124,257147931.5
2022-01-24,1.124,1.125,0.951,1.065,437410320.0
2022-01-25,1.066,1.074,0.991,1.043,218828333.3
2022-01-26,1.043,1.157,1.022,1.077,336503954.9
2022-01-27,1.078,1.08,1.004,1.042,184762461.8
2022-01-28,1.042,1.059,1.008,1.048,137690073.1
2022-01-29,1.049,1.084,1.037,1.059,89531278.4
2022-01-30,1.059,1.077,1.024,1.035,72352160.1
2022-01-31,1.035,1.06,1.006,1.051,101218950.1
2022-02-01,1.052,1.096,1.034,1.096,124526330.3
2022-02-02,1.096,1.103,1.022,1.027,126857788.7
2022-02-03,1.027,1.062,1.016,1.061,98542208.5
2022-02-04,1.061,1.139,1.045,1.138,135205051.6
2022-02-05,1.138,1.178,1.097,1.125,152710784.3
